ra;fase;turma;idade;ano_ingresso;pedra;inde;classificacao_geral;classificacao_fase;classificacao_turma;recomendacao_avaliador_1;recomendacao_avaliador_2;recomendacao_avaliador_3;recomendacao_avaliador_4;iaa;ieg;ips;recomendacao_psicologia;ida;nota_matematica;nota_portugues;nota_ingles;indicado_bolsa;atingiu_ponto_virada;ipv;ian;fase_ideal;defasagem;destaque_ieg;destaque_ida;destaque_ipv;ipp;ano;feminino;masculino;formado;instituicao_nao_informada;instituicao_privada;instituicao_publica;pedra_oe;rec_aval_1_oe;rec_aval_2_oe;rec_aval_3_oe;rec_aval_4_oe;recomendacao_psicologia_le
RA-80;5;K;16;2017;ametista;7.29;397.0;26.0;6.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;9.2;8.3;5.0;Requer avaliação;7.1;6.5;7.7;7.3;0;0;7.625;5.0;6;-1.0;1;0;1;7.65625;2022;1;0;0;0;1;0;2;5;2;5;4;3
RA-81;5;K;14;2017;ametista;7.675;247.0;14.0;2.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;9.2;9.2;5.0;Requer avaliação;6.0;5.5;5.2;7.3;0;0;7.458;10.0;4;1.0;1;0;0;7.1875;2022;1;0;0;0;1;0;2;5;2;3;5;3
RA-82;5;K;17;2022;agata;6.596;628.0;37.0;9.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;8.8;6.8;7.5;Não atendido;5.5;6.0;5.0;0.0;1;0;6.417;5.0;7;-2.0;0;0;0;7.34375;2022;1;0;0;0;0;1;1;4;2;5;2;0
RA-83;5;K;17;2022;agata;6.671;598.0;35.0;8.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;7.9;6.8;7.5;Não atendido;6.8;6.0;7.5;0.0;1;0;5.958;5.0;7;-2.0;0;0;0;7.34375;2022;1;0;0;0;0;1;1;4;2;5;2;0
RA-84;5;K;17;2018;agata;6.682;596.0;34.0;7.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;7.1;8.8;5.0;Requer avaliação;5.8;5.7;6.5;5.2;0;0;6.75;5.0;7;-2.0;1;0;0;7.03125;2022;1;0;0;0;1;0;1;5;2;5;4;3
RA-85;5;K;15;2022;agata;6.243;697.0;43.0;10.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;6.7;7.3;5.0;Requer avaliação;4.3;5.0;3.5;0.0;0;0;5.833;10.0;5;0.0;0;0;0;6.09375;2022;0;1;0;0;0;1;1;4;2;4;2;3
RA-86;5;K;16;2016;ametista;7.566;286.0;18.0;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;7.5;9.6;5.6;Sem limitações;6.7;6.2;7.2;6.9;0;1;8.458;5.0;6;-1.0;1;0;1;7.96875;2022;0;1;0;0;1;0;2;5;2;5;3;4
RA-87;5;K;15;2021;topazio;8.712;15.0;6.0;1.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;8.3;9.6;7.5;Não atendido;8.8;8.3;8.0;10.0;0;1;8.5;10.0;5;0.0;1;1;1;7.5;2022;0;1;0;0;1;0;3;5;2;5;5;0
RA-88;5;K;17;2021;ametista;7.498;312.0;21.0;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.1;9.2;5.6;Sem limitações;6.5;6.8;6.2;6.4;1;1;9.208;5.0;7;-2.0;1;0;1;7.5;2022;0;1;0;0;0;1;2;5;2;4;5;4
RA-89;5;K;16;2021;ametista;7.323;383.0;24.0;5.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;9.6;7.8;7.5;Não atendido;5.9;7.5;5.7;4.7;1;0;8.0;5.0;6;-1.0;1;0;1;7.65625;2022;0;1;0;0;0;1;2;5;2;2;5;0
RA-90;5;L;13;2019;topazio;9.442;1.0;1.0;1.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;10.0;9.7;9.4;Sem limitações;8.5;7.7;8.0;9.8;0;1;9.75;10.0;3;2.0;1;1;1;9.21875;2022;1;0;0;0;1;0;3;4;2;3;5;4
RA-91;5;L;16;2016;agata;6.645;608.0;36.0;8.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;9.2;5.7;5.6;Requer avaliação;6.6;5.5;5.7;8.5;0;0;7.125;5.0;6;-1.0;0;0;0;7.96875;2022;1;0;0;0;1;0;1;4;2;5;5;3
RA-92;5;L;16;2016;agata;6.957;501.0;30.0;7.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;9.2;7.1;5.0;Requer avaliação;7.4;7.8;5.5;8.8;0;0;6.667;5.0;6;-1.0;0;0;0;8.125;2022;1;0;0;0;1;0;1;4;2;5;5;3
RA-93;5;L;15;2016;topazio;8.941;6.0;4.0;3.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;8.3;9.7;8.1;Sem limitações;8.5;8.8;8.3;8.4;0;1;9.083;10.0;5;0.0;1;1;1;8.4375;2022;1;0;0;0;1;0;3;4;2;3;5;4
RA-94;5;L;15;2018;topazio;8.921;7.0;5.0;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;8.3;9.6;8.1;Sem limitações;7.7;7.0;6.7;9.5;0;1;9.583;10.0;5;0.0;1;1;1;8.90625;2022;1;0;0;0;1;0;3;4;2;3;5;4
RA-95;5;L;17;2022;agata;6.308;685.0;41.0;9.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;8.3;6.6;7.5;Sem limitações;4.8;6.0;8.0;0.5;0;0;6.292;5.0;7;-2.0;0;0;0;6.71875;2022;1;0;0;0;0;1;1;4;2;2;1;4
RA-96;5;L;16;2021;ametista;7.54;295.0;19.0;5.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;9.2;7.8;6.9;Sem limitações;6.7;5.7;6.5;8.0;1;1;8.5;5.0;6;-1.0;1;0;1;8.28125;2022;0;1;0;0;0;1;2;4;2;4;5;4
RA-97;5;L;15;2017;ametista;7.468;328.0;22.0;6.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Mantido na Fase + Bolsa;7.5;8.8;5.0;Não indicado;6.9;5.3;6.7;8.8;0;0;6.292;10.0;5;0.0;1;0;0;8.125;2022;1;0;0;0;1;0;2;4;2;3;3;2
RA-98;5;L;15;2017;topazio;9.354;2.0;2.0;2.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;8.8;10.0;9.4;Sem limitações;8.5;8.4;8.2;8.9;0;1;9.667;10.0;5;0.0;1;1;1;9.0625;2022;1;0;0;0;1;0;3;4;2;3;5;4
RA-99;5;L;16;2019;agata;6.158;701.0;44.0;10.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;8.8;6.3;7.5;Não atendido;5.0;5.7;3.4;5.8;0;0;5.833;5.0;6;-1.0;0;0;0;6.25;2022;0;1;0;0;0;1;1;4;2;4;1;0
RA-100;4;A;13;2019;ametista;7.618;268.0;22.0;7.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.8;7.8;5.0;Não indicado;7.6;7.0;7.8;8.1;0;0;7.25;10.0;3;1.0;1;1;0;7.03125;2022;1;0;0;0;1;0;2;4;2;4;5;2
RA-101;4;A;15;2021;ametista;7.305;387.0;31.0;8.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;8.3;7.5;Não atendido;7.6;7.2;6.5;9.2;1;0;6.833;5.0;5;-1.0;1;1;0;7.1875;2022;1;0;0;0;0;1;2;4;2;4;5;0
RA-102;4;A;14;2019;agata;6.922;519.0;43.0;9.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;6.7;7.7;6.9;Requer avaliação;5.7;4.7;6.8;5.5;0;0;6.0;10.0;4;0.0;1;0;0;6.875;2022;0;1;0;0;0;1;1;4;2;2;4;3
RA-103;4;A;13;2020;topazio;8.107;114.0;11.0;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;8.7;7.5;Não atendido;7.3;7.3;7.3;7.3;0;0;7.708;10.0;3;1.0;1;0;1;8.125;2022;1;0;0;0;1;0;3;5;2;4;5;0
RA-104;4;A;18;2022;agata;6.315;681.0;61.0;11.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;7.9;8.7;7.5;Não atendido;3.7;4.8;5.8;0.3;0;0;6.708;2.5;8;-4.0;1;0;0;7.03125;2022;0;1;0;0;0;1;1;4;2;4;4;0
RA-105;4;A;17;2016;agata;6.846;542.0;47.0;10.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;8.2;5.6;Requer avaliação;6.7;7.2;6.2;6.8;0;0;7.417;2.5;7;-3.0;1;0;0;7.65625;2022;0;1;0;0;1;0;1;5;2;4;5;3
RA-106;4;A;15;2016;ametista;7.973;148.0;13.0;5.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;9.2;8.0;9.4;Sem limitações;7.4;7.8;7.2;7.2;0;1;8.375;5.0;5;-1.0;1;0;1;8.59375;2022;1;0;0;0;1;0;2;5;2;4;5;4
RA-107;4;A;15;2018;agata;6.258;693.0;63.0;12.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.5;6.4;7.5;Sem limitações;4.6;3.3;4.3;6.0;1;0;6.5;5.0;5;-1.0;0;0;0;7.65625;2022;1;0;0;0;0;1;1;4;2;4;5;4
RA-108;4;A;17;2019;quartzo;5.547;784.0;72.0;15.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;4.6;7.7;5.0;Não indicado;5.0;3.0;5.8;6.2;0;0;6.125;2.5;7;-3.0;1;0;0;5.78125;2022;1;0;0;0;0;1;0;2;2;4;4;2
RA-109;4;A;16;2021;topazio;8.512;33.0;4.0;2.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.8;10.0;8.8;Sem limitações;8.4;7.8;7.5;9.9;0;1;8.667;5.0;6;-2.0;1;1;1;8.4375;2022;0;1;0;0;1;0;3;5;2;4;5;4
RA-110;4;A;14;2017;topazio;8.15;100.0;10.0;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;9.2;9.7;5.6;Requer avaliação;6.7;8.3;5.7;6.0;0;0;8.0;10.0;4;0.0;1;0;1;7.96875;2022;0;1;0;0;1;0;3;5;2;2;5;3
RA-111;4;A;13;2020;topazio;8.646;22.0;2.0;1.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.5;9.4;8.1;Sem limitações;8.0;6.7;7.5;9.7;0;1;8.667;10.0;3;1.0;1;1;1;8.75;2022;1;0;0;0;1;0;3;5;2;4;5;4
RA-112;4;A;15;2016;ametista;7.836;189.0;17.0;6.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;7.8;6.3;Sem limitações;8.5;9.0;7.5;9.1;0;1;8.833;5.0;5;-1.0;1;1;1;8.90625;2022;1;0;0;0;1;0;2;5;2;4;5;4
RA-113;4;A;15;2017;quartzo;3.032;862.0;76.0;16.0;Alocado em Fase anterior;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;0.0;0.0;5.0;Não indicado;3.7;3.3;5.5;2.3;0;0;3.792;5.0;5;-1.0;0;0;0;5.3125;2022;1;0;0;0;1;0;0;1;2;4;1;2
RA-114;4;A;16;2022;quartzo;5.894;738.0;66.0;13.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;7.9;6.3;7.5;Sem limitações;5.3;6.0;4.5;0.0;0;0;5.0;5.0;6;-2.0;0;0;0;5.46875;2022;0;1;0;0;0;1;0;4;2;2;1;4
RA-115;4;A;16;2019;quartzo;5.886;740.0;67.0;14.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;8.3;6.8;6.3;Requer avaliação;3.8;3.0;5.7;2.7;0;0;5.583;5.0;6;-2.0;0;0;0;6.875;2022;1;0;0;0;0;1;0;4;2;2;4;3
RA-116;4;B;16;2019;agata;6.854;538.0;46.0;8.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;5.8;8.1;6.3;Sem limitações;5.9;5.0;7.2;5.5;1;0;7.792;5.0;6;-2.0;1;0;1;7.96875;2022;1;0;0;0;0;1;1;4;2;4;5;4
RA-117;4;B;15;2022;agata;6.685;593.0;55.0;10.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;7.9;6.3;6.9;Requer avaliação;6.1;4.7;6.7;7.0;0;0;7.417;5.0;5;-1.0;0;0;0;7.5;2022;1;0;0;0;0;1;1;4;2;4;4;3
RA-118;4;B;14;2021;quartzo;5.597;775.0;70.0;12.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;0.0;5.3;6.3;Sem limitações;3.9;3.7;4.7;3.5;0;0;6.958;10.0;4;0.0;0;0;0;7.34375;2022;1;0;0;0;0;1;0;4;2;2;4;4
RA-119;4;B;14;2016;ametista;7.501;311.0;26.0;3.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.3;8.2;5.6;Requer avaliação;5.4;5.7;7.0;3.4;0;0;7.875;10.0;4;0.0;1;0;1;8.125;2022;1;0;0;0;1;0;2;4;2;4;5;3
RA-120;4;B;15;2019;agata;6.825;547.0;48.0;9.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.3;5.9;7.5;Não atendido;6.2;3.7;5.2;9.7;1;0;7.667;5.0;5;-1.0;0;0;1;7.8125;2022;0;1;0;0;0;1;1;5;2;4;5;0
RA-121;4;B;16;2021;ametista;7.245;413.0;33.0;5.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.1;8.4;6.3;Sem limitações;7.2;5.7;6.8;9.0;1;0;7.625;5.0;6;-2.0;1;0;1;7.8125;2022;1;0;0;0;0;1;2;4;2;4;5;4
RA-122;4;B;14;2019;quartzo;5.061;818.0;74.0;14.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;7.9;3.4;7.5;Não atendido;1.8;1.7;3.7;0.0;0;0;4.958;10.0;4;0.0;0;0;0;4.84375;2022;1;0;0;0;0;1;0;2;2;4;1;0
RA-123;4;B;16;2017;ametista;7.084;461.0;37.0;6.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;8.6;5.6;Requer avaliação;6.5;7.3;6.3;5.9;0;0;7.292;5.0;6;-2.0;1;0;0;7.5;2022;0;1;0;0;1;0;2;5;2;4;5;3
RA-124;4;B;14;2016;ametista;7.388;365.0;29.0;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;7.9;7.8;5.0;Requer avaliação;6.7;5.7;7.0;7.5;0;0;7.167;10.0;4;0.0;1;0;0;7.65625;2022;0;1;0;0;1;0;2;5;2;4;4;3
RA-125;4;B;15;2022;ametista;7.619;266.0;21.0;2.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.8;8.5;7.5;Não atendido;7.1;5.0;7.2;9.2;1;0;7.75;5.0;5;-1.0;1;0;1;8.125;2022;1;0;0;0;0;1;2;4;2;4;5;0
RA-126;4;B;15;2018;agata;6.289;689.0;62.0;11.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.1;5.8;7.5;Não atendido;4.4;4.0;5.0;4.2;1;0;7.417;5.0;5;-1.0;0;0;0;8.125;2022;0;1;0;0;0;1;1;4;2;4;5;0
RA-127;4;B;14;2022;topazio;8.283;63.0;7.0;1.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.5;8.7;7.5;Não atendido;7.9;7.7;7.7;8.3;1;0;8.125;10.0;4;0.0;1;1;1;8.4375;2022;1;0;0;0;0;1;3;5;2;4;5;0
RA-128;4;B;15;2019;quartzo;5.563;778.0;71.0;13.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;0.0;6.2;7.5;Não atendido;5.6;6.7;6.8;3.2;1;0;6.167;5.0;5;-1.0;0;0;0;7.34375;2022;0;1;0;0;0;1;0;5;2;2;4;0
RA-129;4;B;15;2019;agata;6.926;516.0;42.0;7.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;6.7;6.4;7.5;Não atendido;6.7;6.0;5.3;8.7;1;0;7.792;5.0;5;-1.0;0;0;1;8.28125;2022;0;1;0;0;0;1;1;5;2;4;5;0
RA-130;4;F;16;2018;quartzo;5.624;772.0;69.0;14.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;8.3;4.7;5.0;Requer avaliação;4.1;3.7;5.2;3.5;0;0;6.5;5.0;6;-2.0;0;0;0;7.1875;2022;1;0;0;0;0;1;0;4;2;4;4;3
RA-131;4;F;15;2016;ametista;7.174;440.0;35.0;7.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.8;9.0;5.6;Sem limitações;5.6;6.0;6.5;4.2;1;0;7.75;5.0;5;-1.0;1;0;1;7.65625;2022;1;0;0;0;0;1;2;5;2;4;5;4
RA-132;4;F;14;2019;topazio;8.355;53.0;5.0;2.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;10.0;8.8;5.6;Sem limitações;7.7;6.5;7.5;9.1;0;1;8.458;10.0;4;0.0;1;1;1;8.125;2022;1;0;0;0;1;0;3;5;4;4;5;4
RA-133;4;F;15;2016;agata;6.875;530.0;45.0;10.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;7.9;7.1;7.5;Não atendido;5.6;4.7;7.2;5.0;0;0;7.625;5.0;5;-1.0;0;0;1;7.65625;2022;1;0;0;0;0;1;1;4;4;4;4;0
RA-134;4;F;15;2021;agata;6.607;623.0;56.0;12.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;8.8;6.8;7.5;Não atendido;4.7;4.7;6.8;2.5;1;0;7.375;5.0;5;-1.0;0;0;0;7.1875;2022;1;0;0;0;0;1;1;5;4;4;4;0
RA-135;4;F;15;2019;ametista;7.692;237.0;20.0;4.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;8.3;7.8;5.6;Sem limitações;8.6;8.0;8.2;9.5;1;1;8.583;5.0;5;-1.0;1;1;1;8.125;2022;1;0;0;0;0;1;2;5;5;5;5;4
RA-136;4;F;15;2019;agata;6.478;646.0;59.0;13.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;10.0;6.3;7.5;Não atendido;4.6;5.3;5.7;2.8;0;0;6.667;5.0;5;-1.0;0;0;0;7.03125;2022;0;1;0;0;0;1;1;4;2;2;4;0
RA-137;4;F;17;2016;ametista;7.056;468.0;38.0;9.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;7.5;8.9;5.0;Requer avaliação;7.3;6.0;7.3;8.5;0;0;7.792;2.5;7;-3.0;1;0;1;7.65625;2022;1;0;0;0;1;0;2;5;4;4;5;3
RA-138;4;F;15;2016;agata;6.738;573.0;53.0;11.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;9.6;8.0;5.6;Requer avaliação;5.6;5.0;6.5;5.2;1;0;6.375;5.0;5;-1.0;1;0;0;7.34375;2022;0;1;0;0;0;1;1;4;2;4;5;3
RA-139;4;F;17;2019;quartzo;3.738;858.0;75.0;15.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;7.1;3.5;5.0;Requer avaliação;1.4;1.7;2.7;0.0;0;0;3.917;2.5;7;-3.0;0;0;0;5.0;2022;0;1;0;0;0;1;0;2;2;4;1;3
RA-140;4;F;14;2021;ametista;7.407;358.0;28.0;6.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;7.9;7.6;6.9;Não atendido;5.7;5.0;6.5;5.6;1;0;7.667;10.0;4;0.0;1;0;1;7.34375;2022;1;0;0;0;0;1;2;5;5;5;4;0
RA-141;4;F;14;2017;ametista;7.118;450.0;36.0;8.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;9.2;8.2;5.6;Requer avaliação;5.7;5.8;6.2;5.0;0;0;5.917;10.0;4;0.0;1;0;0;6.71875;2022;0;1;0;0;0;1;2;4;2;2;4;3
RA-142;4;F;14;2021;ametista;7.457;332.0;27.0;5.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;6.7;8.6;5.6;Requer avaliação;6.3;6.0;6.8;6.0;0;0;7.583;10.0;4;0.0;1;0;1;7.34375;2022;1;0;0;0;0;1;2;4;2;2;4;3
RA-143;4;F;13;2019;topazio;8.638;24.0;3.0;1.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;8.3;9.9;5.6;Sem limitações;7.9;9.7;7.7;6.4;0;1;9.5;10.0;3;1.0;1;1;1;7.8125;2022;0;1;0;0;1;0;3;5;4;4;5;4
RA-144;4;F;14;2017;topazio;8.181;89.0;9.0;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.5;9.3;5.0;Requer avaliação;7.9;7.5;7.2;9.0;0;0;8.292;10.0;4;0.0;1;1;1;8.28125;2022;1;0;0;0;1;0;3;5;2;4;5;3
RA-145;4;H;16;2017;quartzo;5.846;746.0;68.0;7.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;0.0;6.3;8.1;Sem limitações;5.2;3.0;4.8;7.8;1;0;7.25;5.0;6;-2.0;0;0;0;7.8125;2022;0;1;0;0;0;1;0;4;2;4;5;4
RA-146;4;H;15;2022;ametista;7.947;156.0;15.0;1.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.3;9.2;7.5;Não atendido;7.9;6.3;7.3;10.0;1;0;8.208;5.0;5;-1.0;1;1;1;8.125;2022;1;0;0;0;0;1;2;5;2;4;5;0
RA-147;4;H;14;2022;ametista;7.541;293.0;24.0;4.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;8.3;7.7;7.5;Não atendido;6.1;5.8;4.8;7.7;0;0;7.25;10.0;4;0.0;1;0;0;7.5;2022;1;0;0;0;0;1;2;4;2;4;4;0
RA-148;4;H;14;2022;ametista;7.894;172.0;16.0;2.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;9.2;7.9;10.0;Sem limitações;5.3;4.7;6.3;5.0;1;0;7.708;10.0;4;0.0;1;0;1;7.8125;2022;0;1;0;0;0;1;2;4;2;4;5;4
RA-149;4;H;15;2022;agata;6.323;679.0;60.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;9.2;6.5;7.5;Não atendido;5.0;4.0;6.0;0.0;0;0;6.125;5.0;5;-1.0;0;0;0;6.25;2022;1;0;0;0;0;1;1;2;2;4;1;0
RA-150;4;H;16;2020;agata;6.962;498.0;41.0;5.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;9.6;6.3;6.9;Sem limitações;6.9;5.3;6.7;8.6;1;0;7.333;5.0;6;-2.0;0;0;0;7.1875;2022;1;0;0;0;0;1;1;5;2;4;4;4
RA-151;4;H;16;2020;ametista;7.563;289.0;23.0;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;8.8;7.5;6.9;Sem limitações;8.3;7.3;8.0;9.5;1;0;7.958;5.0;6;-2.0;1;1;1;7.5;2022;1;0;0;0;0;1;2;5;2;4;4;4
RA-152;4;L;16;2022;agata;6.712;586.0;54.0;13.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;8.3;7.0;7.5;Não atendido;6.5;4.0;7.0;8.5;0;0;6.292;5.0;6;-2.0;0;0;0;6.71875;2022;1;0;0;0;0;1;1;2;2;2;4;0
RA-153;4;L;14;2018;ametista;7.535;297.0;25.0;5.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;8.2;5.0;Requer avaliação;6.6;3.3;7.7;8.8;0;0;7.708;10.0;4;0.0;1;0;1;7.5;2022;1;0;0;0;1;0;2;5;2;4;5;3
RA-154;4;L;15;2017;agata;6.073;714.0;65.0;15.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;8.3;6.1;6.3;Sem limitações;4.0;3.7;6.2;2.1;1;0;6.833;5.0;5;-1.0;0;0;0;7.34375;2022;0;1;0;0;0;1;1;4;2;4;5;4
RA-155;4;L;16;2022;ametista;7.051;470.0;39.0;9.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;10.0;8.3;7.5;Não atendido;5.2;4.3;6.8;4.3;1;0;6.833;5.0;6;-2.0;1;0;0;7.5;2022;0;1;0;0;0;1;2;4;2;2;5;0
RA-156;4;L;15;2018;ametista;7.357;376.0;30.0;6.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;10.0;8.3;9.4;Sem limitações;4.4;4.7;6.5;2.1;1;0;7.792;5.0;5;-1.0;1;0;1;8.125;2022;0;1;0;0;0;1;2;4;2;4;5;4
RA-157;4;L;12;2018;topazio;8.317;59.0;6.0;1.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.5;10.0;6.3;Requer avaliação;7.7;7.0;7.5;8.7;0;0;8.292;10.0;3;1.0;1;1;1;7.34375;2022;1;0;0;0;1;0;3;5;2;4;5;3
RA-158;4;L;17;2017;ametista;7.302;392.0;32.0;7.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;7.9;9.8;5.6;Requer avaliação;6.6;5.0;6.7;8.1;0;0;8.125;2.5;7;-3.0;1;0;1;7.96875;2022;1;0;0;0;1;0;2;5;2;4;5;3
